Participant,SFreq,SRegVT,SRegML,SRegAP,SRegRV,StrRegVT,StrRegML,StrRegAP,StrRegRV,SymVT,SymML,SymAP,SymRV,corrSAG,corrFRO,corrHOR,rmsSAG,rmsFRO,rmsHOR,rmsVTRV,rmsMLRV,rmsAPRV,SPARCVT,SPARCML,SPARCAP,SPARCRV
11,105.252492934464,0.14718508254776,0.413249237974589,-0.0715764230235604,0.104121358820851,0.911161961412436,0.856911111409191,0.89737863203946,0.919788853501608,139.690356991095,101.511077285975,200.994921760464,154.061817801657,-0.186229318806302,-0.178887847337312,-0.672872512590328,13.9166656994474,13.1610528748799,5.91369272192689,0.908811711225114,0.189921906301358,0.37128462650678,-3.88340342449728,-9.42882471703675,-14.7273043862605,-3.82994574293505
12,116.692307021571,0.172858591811007,0.555201217584478,-0.139970899452156,0.192896956797706,0.972219222480815,0.948999051764929,0.978388487114158,0.98054743684117,139.791645298634,52.4302916915564,267.129713724269,134.435047434497,-0.139307345629535,0.00588951793759768,-0.702007618556369,14.9252490756752,13.5033022615817,7.71587911323208,0.862279362136889,0.202988277416195,0.463364312275759,-3.63547986518517,-8.0554862493959,-12.7764000408611,-3.7857953041553
13,108.764434411045,0.202529904470828,0.429489806503274,-0.0156612513272687,0.0565806467478124,0.964298315211393,0.869580263346732,0.972483401162558,0.973086470951032,130.812955386033,70.1116237697134,206.812926497036,178.335458577417,-0.101359074830446,0.0198711480684892,-0.415924552740526,14.0847872775233,12.8781473457803,6.33223278724481,0.895329560283912,0.136999100122818,0.423522785618095,-3.88472037935952,-10.1910912482821,-10.3764769521462,-3.68206406661465
14,106.428982909762,0.221201725637245,0.346735940805522,-0.0634423484412491,0.0453463466065282,0.935629578607375,0.839911823647657,0.961384892295333,0.951538836649019,123.767472666093,83.4791745259454,228.814616649821,182.014320081825,-0.00685311459078754,0.0163688031927938,0.402108745011399,14.7154505562765,13.5742511628859,6.58633425204586,0.896961240168789,0.158231998372994,0.412046859518647,-3.66560529288688,-11.5202946843474,-12.837977368914,-3.65631745787026
15,113.25607486307,0.0975097147442742,0.214118623023129,0.152270336048132,0.122846166610436,0.781638469938451,0.684153960640411,0.781546529617297,0.792711542917638,136.759764425936,592.355501119517,126.591864026537,141.847993477861,-0.0797229971586272,0.121975637255411,-0.405836089553715,14.481701647597,13.3346607773469,6.68838203937755,0.890516190260913,0.172184671548133,0.420904900221581,-3.72722831148927,-11.3554125116201,-14.8646122745775,-3.55207039351324
16,114.050458112611,0.225366650747487,0.38358553706645,-0.174220356515662,0.135330555215411,0.963614120584566,0.88189801388206,0.978489540766421,0.973944737891393,124.365004719507,81.0308896773006,288.705905583084,151.332072459807,-0.182181152262553,-0.292692207068908,0.0235170226002681,14.8829095367882,13.6854432334851,6.97692178534106,0.887232087519907,0.177876535627904,0.425515727612186,-3.62464757040304,-5.7393846123064,-12.0506178742665,-3.56067947988827
17,120.413085234094,0.302789995965125,0.141699293192844,-0.127237386638993,0.0306045793432575,0.957376448010474,0.948955271768213,0.97712391591641,0.968538869358888,104.324559875464,148.579055768433,260.365051235402,188.216456735841,-0.0590074931210864,-0.5174921973212,0.0238761394875082,14.3556545909874,13.3844440204984,8.24986742904438,0.836452909556931,0.301284453339481,0.457490613895708,-3.58072322331341,-5.21350761624461,-11.8279929182628,-3.7109214629507
18,134.511784511784,0.0970478473159824,0.391821240500206,-0.0742821593114147,0.174181471559274,0.351437382045392,0.593740701380067,0.756777497118127,0.756708045987568,105.44415708924,84.2033035320522,92.633795195246,129.92620058409,-0.0268346023043366,-0.12857796747326,-0.419668855778365,14.1924839229282,13.0382859287389,6.38964079330566,0.895437294712882,0.151149752587015,0.418473556931672,-3.4140203296278,-5.03630943753466,-12.678908359228,-3.38137179063716
19,117.049289962719,0.25843550643728,0.315012051240796,-0.253332270137621,0.111980422668196,0.971625138458799,0.926503035555393,0.983184220898701,0.979978515249266,116.121614327404,98.6843800355272,339.899553620658,159.094843575965,-0.0710008724433344,-0.198105812861654,-0.315222975324985,14.5724862510547,13.3426868608906,7.5016207824925,0.864817367920573,0.221429565610153,0.45024084596066,-3.92652060402235,-7.4097920221171,-12.0380020981358,-3.72350446433547
20,112.950663691904,0.233833622090543,0.292380551006084,-0.197815526458721,0.0375580299155664,0.939769416764102,0.821957517755249,0.967990658619163,0.956161054976197,120.465170435768,95.7437883306938,304.265436656993,185.32273548467,-0.0705022062592903,-0.152419469664913,0.303357661495548,14.2187975805516,13.3737824279854,6.59130976074878,0.891819013388121,0.217966076055679,0.395937384063941,-3.61730880890411,-4.91473553256582,-11.5455734442924,-3.46114416085104
